system   D            wsystem.c:583  maybe_parent_dir                 [   0.00119] Also searching D:\saper\
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  11.44697] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  11.44700] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  11.44784] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  11.44846] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  11.44854] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  11.44992] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  11.45033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  11.45038] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  11.45327] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  11.45336] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  11.75266] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  11.75272]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  11.75278] added dtor for object 0769CE78, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75391] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75395] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75399] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75401] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75404] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75407] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75409] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75412] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  11.75414] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  11.75417] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  11.75420] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  11.75423] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  11.75425] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  11.75510] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  11.75573] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  11.75581] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  11.75787] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  11.75892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  11.75900] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  11.76098] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  11.76172] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  11.76180] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  11.76622] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  11.76633] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  12.76704] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  12.76710]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  12.76716] added dtor for object 0769D508, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76824] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76828] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76831] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76834] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76836] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76839] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76842] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76844] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  12.76847] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  12.76850] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  12.76852] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  12.76855] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  12.76859] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  12.76939] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  12.76995] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  12.76999] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  12.77150] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  12.77201] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  12.77207] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  12.77508] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  12.77546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  12.77551] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  12.77751] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  12.77760] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  13.01373] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  13.01380]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  13.01386] added dtor for object 07959748, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01495] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01499] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01502] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01505] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01507] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01510] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01512] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01515] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.01518] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  13.01520] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  13.01523] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  13.01527] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  13.01531] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  13.01613] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.01670] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.01676] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  13.01833] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.01883] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.01890] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  13.02121] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.02151] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.02157] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.02365] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.02377] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  13.22615] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  13.22621]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  13.22627] added dtor for object 07959400, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22735] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22739] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22742] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22744] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22747] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22750] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22752] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22755] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.22757] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  13.22760] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  13.22763] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  13.22766] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  13.22769] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  13.22852] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.22915] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.22923] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  13.23085] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.23130] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.23137] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  13.23351] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.23388] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.23397] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.23590] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.23600] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  13.56189] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  13.56195]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  13.56201] added dtor for object 07959588, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56312] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56316] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56318] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56321] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56324] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56327] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56330] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56333] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.56338] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  13.56342] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  13.56346] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  13.56349] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  13.56352] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  13.56430] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.56487] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.56492] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  13.56647] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.56690] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.56697] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  13.56901] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.56945] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.56950] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.57139] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.57149] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  14.08974] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  14.08980]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  14.08986] added dtor for object 07C12370, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09102] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09107] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09110] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09113] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09115] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09119] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09122] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09126] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.09129] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  14.09135] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  14.09139] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  14.09144] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  14.09149] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  14.09242] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.09307] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.09314] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  14.09475] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.09526] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.09532] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  14.09733] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.09776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.09782] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.10001] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.10010] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  14.54786] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  14.54792]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  14.54798] added dtor for object 07C12028, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54909] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54914] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54917] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54919] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54922] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54925] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54928] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54930] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.54933] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  14.54936] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  14.54938] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  14.54941] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  14.54944] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  14.55023] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.55083] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.55088] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  14.55238] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.55280] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.55285] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  14.55485] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.55523] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.55530] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.55760] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.55770] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  14.82390] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  14.82397]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  14.82403] added dtor for object 07C11F10, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82526] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82532] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82537] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82541] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82543] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82546] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82549] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82551] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  14.82554] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  14.82556] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  14.82559] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  14.82562] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  14.82565] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  14.82651] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.82711] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.82718] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  14.82869] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.82912] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.82917] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  14.83118] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.83156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.83163] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.83350] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.83360] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  15.26477] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  15.26484]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  15.26493] added dtor for object 07C12568, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26609] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26613] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26616] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26619] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26621] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26624] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26627] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26630] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.26634] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  15.26637] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  15.26639] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  15.26642] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  15.26645] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  15.26727] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.26782] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.26788] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  15.26926] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.26979] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.26986] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  15.27206] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.27260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.27266] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.27750] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.27760] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  15.78733] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  15.78739]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  15.78748] added dtor for object 07C11C38, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78858] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78862] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78865] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78867] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78870] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78873] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78875] Fake format
